Original Text,NER Tag Pairs,Has Medical Info
Although mainly featuring as a substitute during the Super Rugby season he provided strong cameos from the bench in place of either Bekker or Eben Etzebeth and also led the Stormers line out when either of their star men were injured .,"[('O','Although'),('O','mainly'),('O','featuring'),('O','as'),('O','a'),('O','substitute'),('O','during'),('O','the'),('O','Super'),('O','Rugby'),('O','season'),('O','he'),('O','provided'),('O','strong'),('O','cameos'),('O','from'),('O','the'),('O','bench'),('O','in'),('O','place'),('O','of'),('O','either'),('O','Bekker'),('O','or'),('O','Eben'),('O','Etzebeth'),('O','and'),('O','also'),('O','led'),('O','the'),('O','Stormers'),('O','line'),('O','out'),('O','when'),('O','either'),('O','of'),('O','their'),('O','star'),('O','men'),('O','were'),('O','injured'),('O','.')]",0
He then went on to feature in all of Western Province 's games during the 2012 Currie Cup and he was a key man as they landed their first title since 2001 with a 25–19 win over the Sharks . O,"[('O','He'),('O','then'),('O','went'),('O','on'),('O','to'),('O','feature'),('O','in'),('O','all'),('O','of'),('O','Western'),('O','Province'),('O',''s'),('O','games'),('O','during'),('O','the'),('O','2012'),('O','Currie'),('O','Cup'),('O','and'),('O','he'),('O','was'),('O','a'),('O','key'),('O','man'),('O','as'),('O','they'),('O','landed'),('O','their'),('O','first'),('O','title'),('O','since'),('O','2001'),('O','with'),('O','a'),('O','25–19'),('O','win'),('O','over'),('O','the'),('O','Sharks'),('O','.')]",0
An injury to Eben Etzebeth which ruled him out of much of the 2013 Super Rugby season saw Steenkamp become firmly entrenched in the Stormers starting XV .,"[('O','An'),('O','injury'),('O','to'),('O','Eben'),('O','Etzebeth'),('O','which'),('O','ruled'),('O','him'),('O','out'),('O','of'),('O','much'),('O','of'),('O','the'),('O','2013'),('O','Super'),('O','Rugby'),('O','season'),('O','saw'),('O','Steenkamp'),('O','become'),('O','firmly'),('O','entrenched'),('O','in'),('O','the'),('O','Stormers'),('O','starting'),('O','XV'),('O','.')]",0
He made 13 starts in a largely disappointing campaign for the men from the Cape and earned a reputation as one of the most consistent performers in South African rugby . O,"[('O','He'),('O','made'),('O','13'),('O','starts'),('O','in'),('O','a'),('O','largely'),('O','disappointing'),('O','campaign'),('O','for'),('O','the'),('O','men'),('O','from'),('O','the'),('O','Cape'),('O','and'),('O','earned'),('O','a'),('O','reputation'),('O','as'),('O','one'),('O','of'),('O','the'),('O','most'),('O','consistent'),('O','performers'),('O','in'),('O','South'),('O','African'),('O','rugby'),('O','.')]",0
This reputation was enhanced by his performances in the Currie Cup later in the year as he started every game for Western Province .,"[('O','This'),('O','reputation'),('O','was'),('O','enhanced'),('O','by'),('O','his'),('O','performances'),('O','in'),('O','the'),('O','Currie'),('O','Cup'),('O','later'),('O','in'),('O','the'),('O','year'),('O','as'),('O','he'),('O','started'),('O','every'),('O','game'),('O','for'),('O','Western'),('O','Province'),('O','.')]",0
"It was a season in which they would again reach the tournament final , but this time they fell just short , losing 33–19 at home to the Sharks . O","[('O','It'),('O','was'),('O','a'),('O','season'),('O','in'),('O','which'),('O','they'),('O','would'),('O','again'),('O','reach'),('O','the'),('O','tournament'),('O','final'),('O',','),('O','but'),('O','this'),('O','time'),('O','they'),('O','fell'),('O','just'),('O','short'),('O',','),('O','losing'),('O','33–19'),('O','at'),('O','home'),('O','to'),('O','the'),('O','Sharks'),('O','.')]",0
Steenkamp signed a contract extension in April 2013 to remain in Cape Town until 2015 . O,"[('O','Steenkamp'),('O','signed'),('O','a'),('O','contract'),('O','extension'),('O','in'),('O','April'),('O','2013'),('O','to'),('O','remain'),('O','in'),('O','Cape'),('O','Town'),('O','until'),('O','2015'),('O','.')]",0
"In September 2014 , Welsh Pro12 side Ospreys announced that Steenkamp secured an early release from his contract and would join them for the 2014–15 Pro12 season . O","[('O','In'),('O','September'),('O','2014'),('O',','),('O','Welsh'),('O','Pro12'),('O','side'),('O','Ospreys'),('O','announced'),('O','that'),('O','Steenkamp'),('O','secured'),('O','an'),('O','early'),('O','release'),('O','from'),('O','his'),('O','contract'),('O','and'),('O','would'),('O','join'),('O','them'),('O','for'),('O','the'),('O','2014–15'),('O','Pro12'),('O','season'),('O','.')]",0
"Steenkamp endured an injury - ravaged spell in Wales and after 14 months during which he played just two matches , he was released from his contract and returned to South Africa to complete his injury recovery .","[('O','Steenkamp'),('O','endured'),('O','an'),('O','injury'),('O','-'),('O','ravaged'),('O','spell'),('O','in'),('O','Wales'),('O','and'),('O','after'),('O','14'),('O','months'),('O','during'),('O','which'),('O','he'),('O','played'),('O','just'),('O','two'),('O','matches'),('O',','),('O','he'),('O','was'),('O','released'),('O','from'),('O','his'),('O','contract'),('O','and'),('O','returned'),('O','to'),('O','South'),('O','Africa'),('O','to'),('O','complete'),('O','his'),('O','injury'),('O','recovery'),('O','.')]",0
"They are known as O HM Queen Noor HRH Princess Muna, who has been diagnosed with Type 2 Diabetes and is currently under treatment for it. She was prescribed [DRUG]Metformin[/DRG], a medication that helps regulate her blood sugar levels, by her physician. Recently, she visited the prestigious Johns Hopkins Medicine in Baltimore, United States, for further consultation and treatment.","[('MED','Type 2 Diabetes'),('HSP','Johns Hopkins Medicine')]",1
HRH Prince MuhammadHRH Princess Taghrid HRH Princess Firyal,"[('O','HRH'),('O','Prince'),('O','MuhammadHRH'),('O','Princess'),('O','Taghrid'),('O','HRH'),('O','Princess'),('O','Firyal')]",0
HRH Prince HassanHRH Princess Sarvath HRH Princess Basma HRH Prince AliHRH Princess Reema HRH Prince AsemHRH,"[('O','HRH'),('O','Prince'),('O','HassanHRH'),('O','Princess'),('O','Sarvath'),('O','HRH'),('O','Princess'),('O','Basma'),('O','HRH'),('O','Prince'),('O','AliHRH'),('O','Princess'),('O','Reema'),('O','HRH'),('O','Prince'),('O','AsemHRH')]",0
Princess Sana HRH Princess Naifeh Princess Rahma bint Hassan ( born 13 August 1969 ) is a Jordanian princess .,"[('O','Princess'),('O','Sana'),('O','HRH'),('O','Princess'),('O','Naifeh'),('O','Princess'),('O','Rahma'),('O','bint'),('O','Hassan'),('O','('),('O','born'),('B-BD','13'),('I-BD','August'),('I-BD','1969'),('O',')'),('O','is'),('O','a'),('O','Jordanian'),('O','princess'),('O','.')]",0
Her father is,"[('O','Her'),('O','father'),('O','is')]",0
Prince Hassan bin Talal and her mother is Princess Sarvath El Hassan . O,"[('B-PR','Prince'),('I-PR','Hassan'),('I-PR','bin'),('I-PR','Talal'),('O','and'),('O','her'),('O','mother'),('O','is'),('O','Princess'),('O','Sarvath'),('O','El'),('O','Hassan'),('O','.')]",0
"In July 1997 , she married Alaa Batayneh , the son of Arif Al Batayneh , one of Jordan 's Best and most respected doctors .","[('O','In'),('O','July'),('O','1997'),('O',','),('O','she'),('O','married'),('B-SP','Alaa'),('I-SP','Batayneh'),('O',','),('O','the'),('O','son'),('O','of'),('O','Arif'),('O','Al'),('O','Batayneh'),('O',','),('O','one'),('O','of'),('O','Jordan'),('O',''s'),('O','Best'),('O','and'),('O','most'),('O','respected'),('O','doctors'),('O','.')]",0
Her husband is the country 's current Minister of Energy and Mineral Resources .,"[('O','Her'),('O','husband'),('O','is'),('O','the'),('O','country'),('O',''s'),('O','current'),('O','Minister'),('O','of'),('O','Energy'),('O','and'),('O','Mineral'),('O','Resources'),('O','.')]",0
They have two children together : Princess Rahma 's work presently involves education and sports . O,"[('O','They'),('O','have'),('O','two'),('O','children'),('O','together'),('O',':'),('O','Princess'),('O','Rahma'),('O',''s'),('O','work'),('O','presently'),('O','involves'),('O','education'),('O','and'),('O','sports'),('O','.')]",0
She is President of the Jordan Gymnastics Federation .,"[('O','She'),('O','is'),('O','President'),('O','of'),('O','the'),('O','Jordan'),('O','Gymnastics'),('O','Federation'),('O','.')]",0
O HH Princess Lalla Latifa HRH Princess Lalla Lamia HRH Princess Lalla,"[('O','HH'),('O','Princess'),('O','Lalla'),('O','Latifa'),('O','HRH'),('O','Princess'),('O','Lalla'),('O','Lamia'),('O','HRH'),('O','Princess'),('O','Lalla')]",0
Malika Princess Lalla Hasna of Morocco,"[('O','Malika'),('O','Princess'),('O','Lalla'),('O','Hasna'),('O','of'),('O','Morocco')]",0
"( Arabic : الأميرة لالة حسناء‎ , born 19 November 1967 in Rabat ) is the youngest daughter of King Hassan II and his second wife , Lalla Latifa Hammou .","[('O','('),('O','Arabic'),('O',':'),('O','الأميرة'),('O','لالة'),('O','حسناء‎'),('O',','),('O','born'),('B-BD','19'),('I-BD','November'),('I-BD','1967'),('O','in'),('O','Rabat'),('O',')'),('O','is'),('O','the'),('O','youngest'),('O','daughter'),('O','of'),('B-PR','King'),('I-PR','Hassan'),('I-PR','II'),('O','and'),('O','his'),('O','second'),('O','wife'),('O',','),('B-PR','Lalla'),('I-PR','Latifa'),('I-PR','Hammou'),('O','.')]",0
"She is sister to the current king , Mohammed VI and Prince Moulay Rachid .","[('O','She'),('O','is'),('O','sister'),('O','to'),('O','the'),('O','current'),('O','king'),('O',','),('O','Mohammed'),('O','VI'),('O','and'),('O','Prince'),('O','Moulay'),('O','Rachid'),('O','.')]",0
She was educated at the Royal College ( Rabat ) .,"[('O','She'),('O','was'),('O','educated'),('O','at'),('O','the'),('O','Royal'),('O','College'),('O','('),('O','Rabat'),('O',')'),('O','.')]",0
"Since her childhood , Princess Hasna has been interested in social and cultural activities , with special emphasis to environmental issues in Morocco .","[('O','Since'),('O','her'),('O','childhood'),('O',','),('O','Princess'),('O','Hasna'),('O','has'),('O','been'),('O','interested'),('O','in'),('O','social'),('O','and'),('O','cultural'),('O','activities'),('O',','),('O','with'),('O','special'),('O','emphasis'),('O','to'),('O','environmental'),('O','issues'),('O','in'),('O','Morocco'),('O','.')]",0
In 1999 she launched the national campaign for the protection of the environment and gave the prize for the most beautiful and cleanest beach in Morocco .,"[('O','In'),('O','1999'),('O','she'),('O','launched'),('O','the'),('O','national'),('O','campaign'),('O','for'),('O','the'),('O','protection'),('O','of'),('O','the'),('O','environment'),('O','and'),('O','gave'),('O','the'),('O','prize'),('O','for'),('O','the'),('O','most'),('O','beautiful'),('O','and'),('O','cleanest'),('O','beach'),('O','in'),('O','Morocco'),('O','.')]",0
"To shore up her work , the Mohammed VI Foundation for the protection of the environment was created in 2001 and chaired by Princess Hasna .","[('O','To'),('O','shore'),('O','up'),('O','her'),('O','work'),('O',','),('O','the'),('O','Mohammed'),('O','VI'),('O','Foundation'),('O','for'),('O','the'),('O','protection'),('O','of'),('O','the'),('O','environment'),('O','was'),('O','created'),('O','in'),('O','2001'),('O','and'),('O','chaired'),('O','by'),('O','Princess'),('O','Hasna'),('O','.')]",0
She presides over the governing board of the foundation and regularly pays on the terrain visits to sensitize the population about environmental issues .,"[('O','She'),('O','presides'),('O','over'),('O','the'),('O','governing'),('O','board'),('O','of'),('O','the'),('O','foundation'),('O','and'),('O','regularly'),('O','pays'),('O','on'),('O','the'),('O','terrain'),('O','visits'),('O','to'),('O','sensitize'),('O','the'),('O','population'),('O','about'),('O','environmental'),('O','issues'),('O','.')]",0
"In 2002 , Princess Lalla Hasna set up the prize of young reporters for the environment and in 2003 a prize for photography annually awarded on the international environment day .","[('O','In'),('O','2002'),('O',','),('O','Princess'),('O','Lalla'),('O','Hasna'),('O','set'),('O','up'),('O','the'),('O','prize'),('O','of'),('O','young'),('O','reporters'),('O','for'),('O','the'),('O','environment'),('O','and'),('O','in'),('O','2003'),('O','a'),('O','prize'),('O','for'),('O','photography'),('O','annually'),('O','awarded'),('O','on'),('O','the'),('O','international'),('O','environment'),('O','day'),('O','.')]",0
She is Honorary President of the Hassanate Association for Human Development . O,"[('O','She'),('O','is'),('O','Honorary'),('O','President'),('O','of'),('O','the'),('O','Hassanate'),('O','Association'),('O','for'),('O','Human'),('O','Development'),('O','.')]",0
"Princess Lalla Hasna and Dr. Khalil Benharbit (born 1959), MD, a cardiologist, who was recently diagnosed with Migraine, married in Rabat on 13 December 1991. To manage this condition, they were prescribed Sumatriptan. During a particularly severe episode, they visited Johns Hopkins Hospital for specialized treatment.","[('MED','Migraine'),('DRUG','Sumatriptan'),('HSP','Johns Hopkins Hospital')]",1
and they have two daughters :,"[('O','and'),('O','they'),('O','have'),('O','two'),('O','daughters'),('O',':')]",0
"O Kay Cannon ( born August 21 , 1974 ) is an American screenwriter , producer , director , and actress .","[('O','Kay'),('O','Cannon'),('O','('),('O','born'),('B-BD','August'),('I-BD','21'),('I-BD',','),('I-BD','1974'),('O',')'),('O','is'),('O','an'),('O','American'),('O','screenwriter'),('O',','),('O','producer'),('O',','),('O','director'),('O',','),('O','and'),('O','actress'),('O','.')]",0
She is best known for writing and producing the Pitch Perfect film series ( 2012–2017 ) .,"[('O','She'),('O','is'),('O','best'),('O','known'),('O','for'),('O','writing'),('O','and'),('O','producing'),('O','the'),('O','Pitch'),('O','Perfect'),('O','film'),('O','series'),('O','('),('O','2012–2017'),('O',')'),('O','.')]",0
She made her directorial debut with the comedy film Blockers ( 2018 ) .,"[('O','She'),('O','made'),('O','her'),('O','directorial'),('O','debut'),('O','with'),('O','the'),('O','comedy'),('O','film'),('O','Blockers'),('O','('),('O','2018'),('O',')'),('O','.')]",0
"Cannon was also a writer and producer for the NBC comedy series 30 Rock (2007–2012) and the FOX comedy series New Girl (2012–2014). During their busy schedule, they were diagnosed with Hypothyroidism and prescribed Pantoprazole. To manage their condition, they visited St. Jude Children's Research Hospital, where they received comprehensive care.","[('MED','Hypothyroidism'),('DRUG','Pantoprazole'),('HSP','St. Jude Children's Research Hospital')]",1
